user_id,date_served,marketing_channel,variant,language_displayed,converted
a2895,1/14/18,House Ads,control,English,False
a2896,1/4/18,House Ads,control,English,False
a2897,1/8/18,Facebook,control,English,False
a2898,1/14/18,House Ads,control,English,False
a2899,1/4/18,House Ads,control,English,False
a2900,1/8/18,Instagram,control,English,False
a2901,1/13/18,House Ads,control,English,False
a2902,1/14/18,House Ads,control,English,False
a2903,1/4/18,House Ads,control,English,False
a2904,1/8/18,Instagram,control,English,False
a2905,1/13/18,House Ads,control,English,False
a2906,1/14/18,House Ads,control,English,False
a2907,1/4/18,House Ads,control,English,False
a2908,1/8/18,Facebook,control,English,False
a2909,1/13/18,House Ads,control,English,False
a2910,1/14/18,House Ads,control,English,False
a2911,1/5/18,House Ads,control,English,False
a2912,1/9/18,House Ads,control,English,False
a2913,1/13/18,Push,control,English,False
a2914,1/15/18,House Ads,control,English,False
a2915,1/5/18,House Ads,control,English,False
a2916,1/9/18,House Ads,control,English,False
a2917,1/14/18,Facebook,control,English,False
a2918,1/15/18,House Ads,control,English,False
a2919,1/5/18,House Ads,control,English,False
a2920,1/9/18,Push,control,English,False
a2921,1/14/18,Instagram,control,English,False
a2922,1/15/18,House Ads,control,English,False
a2923,1/5/18,House Ads,control,English,False
a2924,1/9/18,Facebook,control,English,False
a2925,1/14/18,Instagram,control,English,False
a2926,1/15/18,House Ads,control,English,False
a2927,1/5/18,House Ads,control,English,False
a2928,1/9/18,Instagram,control,English,False
a2929,1/14/18,Facebook,control,English,False
a2930,1/15/18,House Ads,control,English,False
a2931,1/5/18,House Ads,control,English,False
a2932,1/9/18,Instagram,control,English,False
a2933,1/14/18,House Ads,control,English,False
a2934,1/15/18,House Ads,control,English,False
a2935,1/5/18,House Ads,control,English,False
a2936,1/9/18,Facebook,control,English,False
a2937,1/14/18,House Ads,control,English,False
a2938,1/15/18,House Ads,control,English,False
a2939,1/6/18,House Ads,control,English,False
a2940,1/10/18,House Ads,control,Spanish,False
a2941,1/14/18,House Ads,control,English,False
a2942,1/16/18,House Ads,control,English,False
a2943,1/6/18,House Ads,control,Spanish,False
a2944,1/10/18,House Ads,control,Spanish,False
a2945,1/15/18,Push,control,English,False
a2946,1/16/18,House Ads,control,English,False
a2947,1/6/18,House Ads,control,Spanish,False
a2948,1/10/18,Push,control,English,False
a2949,1/15/18,Facebook,control,English,False
a2950,1/16/18,House Ads,control,English,False
a2951,1/6/18,House Ads,control,English,False
a2952,1/10/18,Facebook,control,English,False
a2953,1/15/18,Instagram,control,English,False
a2954,1/16/18,House Ads,control,English,False
a2955,1/6/18,House Ads,control,English,False
a2956,1/10/18,Instagram,control,English,False
a2957,1/15/18,Instagram,control,English,False
a2958,1/16/18,House Ads,control,English,False
a2959,1/6/18,House Ads,control,English,False
a2960,1/10/18,Instagram,control,English,False
a2961,1/15/18,Facebook,control,English,False
a2962,1/16/18,House Ads,control,English,False
a2963,1/6/18,House Ads,control,English,False
a2964,1/10/18,Facebook,control,English,False
a2965,1/15/18,House Ads,control,English,False
a2966,1/16/18,House Ads,control,English,False
a2967,1/7/18,House Ads,control,English,False
a2968,1/11/18,House Ads,control,English,False
a2969,1/15/18,House Ads,control,English,False
a2970,1/17/18,House Ads,control,English,False
a2971,1/7/18,House Ads,control,Spanish,False
a2972,1/11/18,House Ads,control,English,False
a2973,1/16/18,House Ads,control,English,False
a2974,1/17/18,House Ads,control,English,False
a2975,1/7/18,House Ads,control,English,False
a2976,1/11/18,Push,control,English,False
a2977,1/16/18,Push,control,English,False
a2978,1/17/18,House Ads,control,English,False
a2979,1/7/18,House Ads,control,English,False
a2980,1/11/18,Facebook,control,English,False
a2981,1/16/18,Facebook,control,English,False
a2982,1/17/18,House Ads,control,English,False
a2983,1/7/18,House Ads,control,English,False
a2984,1/11/18,Instagram,control,English,False
a2985,1/16/18,Instagram,control,English,False
a2986,1/17/18,House Ads,control,English,False
a2987,1/7/18,House Ads,control,English,False
a2988,1/11/18,Instagram,control,English,False
a2989,1/16/18,Instagram,control,English,False
a2990,1/17/18,House Ads,control,English,False
a2991,1/8/18,House Ads,control,English,False
a2992,1/11/18,Facebook,control,English,False
a2993,1/16/18,Facebook,control,English,False
a2994,1/17/18,House Ads,control,English,False
a2995,1/8/18,House Ads,control,English,False
a2996,1/12/18,House Ads,control,English,False
a2997,1/16/18,House Ads,control,English,False
a2998,1/18/18,House Ads,control,English,False
a2999,1/8/18,House Ads,control,Spanish,False
a3000,1/12/18,House Ads,control,English,False
a3001,1/17/18,House Ads,control,English,False
a3002,1/18/18,House Ads,control,English,False
a3003,1/8/18,House Ads,control,English,False
a3004,1/12/18,Push,control,English,False
a3005,1/17/18,House Ads,control,English,False
a3006,1/18/18,House Ads,control,English,False
a3007,1/8/18,House Ads,control,English,False
a3008,1/12/18,Facebook,control,English,False
a3009,1/17/18,Push,control,English,False
a3010,1/18/18,House Ads,control,English,False
a3011,1/8/18,House Ads,control,English,False
a3012,1/12/18,Instagram,control,English,False
a3013,1/17/18,Facebook,control,English,False
a3014,1/18/18,House Ads,control,English,False
a3015,1/8/18,House Ads,control,English,False
a3016,1/12/18,Instagram,control,English,False
a3017,1/17/18,Instagram,control,English,False
a3018,1/18/18,House Ads,control,English,False
a3019,1/9/18,House Ads,control,English,False
a3020,1/12/18,Facebook,control,English,False
a3021,1/17/18,Instagram,control,English,False
a3022,1/18/18,House Ads,control,English,False
a3023,1/9/18,House Ads,control,English,False
a3024,1/13/18,House Ads,control,English,False
a3025,1/17/18,Facebook,control,English,False
a3026,1/19/18,House Ads,control,English,False
a3027,1/9/18,House Ads,control,English,False
a3028,1/13/18,House Ads,control,English,False
a3029,1/18/18,House Ads,control,English,False
a3030,1/19/18,House Ads,control,English,False
a3031,1/9/18,House Ads,control,Spanish,False
a3032,1/13/18,Push,control,English,False
a3033,1/18/18,House Ads,control,English,False
a3034,1/19/18,House Ads,control,English,False
a3035,1/9/18,House Ads,control,English,False
a3036,1/13/18,Facebook,control,English,False
a3037,1/18/18,House Ads,control,English,False
a3038,1/19/18,House Ads,control,English,False
a3039,1/9/18,House Ads,control,English,False
a3040,1/13/18,Instagram,control,English,False
a3041,1/18/18,Push,control,English,False
a3042,1/19/18,House Ads,control,English,False
a3043,1/9/18,House Ads,control,English,False
a3044,1/13/18,Instagram,control,English,False
a3045,1/18/18,Facebook,control,English,False
a3046,1/19/18,House Ads,control,English,False
a3047,1/10/18,House Ads,control,English,False
a3048,1/13/18,Facebook,control,English,False
a3049,1/18/18,Instagram,control,English,False
a3050,1/19/18,House Ads,control,English,False
a3051,1/10/18,House Ads,control,English,False
a3052,1/14/18,House Ads,control,English,False
a3053,1/18/18,Instagram,control,English,False
a3054,1/20/18,House Ads,control,English,False
a3055,1/10/18,House Ads,control,English,False
a3056,1/14/18,House Ads,control,English,False
a3057,1/19/18,Facebook,control,English,False
a3058,1/20/18,House Ads,control,English,False
a3059,1/10/18,House Ads,control,English,False
a3060,1/14/18,Push,control,English,False
a3061,1/19/18,House Ads,control,English,False
a3062,1/20/18,House Ads,control,English,False
a3063,1/10/18,House Ads,control,English,False
a3064,1/14/18,Facebook,control,English,False
a3065,1/19/18,House Ads,control,English,False
a3066,1/20/18,House Ads,control,English,False
a3067,1/10/18,House Ads,control,English,False
a3068,1/14/18,Instagram,control,English,False
a3069,1/19/18,House Ads,control,English,False
a3070,1/20/18,House Ads,control,English,False
a3071,1/10/18,House Ads,control,English,False
a3072,1/14/18,Instagram,control,English,False
a3073,1/19/18,Push,control,English,False
a3074,1/20/18,House Ads,control,English,False
a3075,1/11/18,House Ads,control,English,False
a3076,1/16/18,House Ads,control,English,False
a3077,1/27/18,House Ads,control,English,False
a3078,1/12/18,House Ads,control,English,False
a3079,1/16/18,House Ads,control,English,False
a3080,1/27/18,House Ads,control,English,False
a3081,1/12/18,House Ads,control,English,False
a3082,1/16/18,Push,control,English,False
a3083,1/27/18,House Ads,control,English,False
a3084,1/12/18,House Ads,control,English,False
a3085,1/16/18,Facebook,control,English,False
a3086,1/27/18,House Ads,control,English,False
a3087,1/12/18,House Ads,control,English,False
a3088,1/16/18,Instagram,control,English,False
a3089,1/27/18,House Ads,control,English,False
a3090,1/12/18,House Ads,control,English,False
a3091,1/16/18,Instagram,control,English,False
a3092,1/28/18,House Ads,control,English,False
a3093,1/13/18,House Ads,control,English,False
a3094,1/16/18,Facebook,control,English,False
a3095,1/28/18,House Ads,control,English,False
a3096,1/13/18,House Ads,control,English,False
a3097,1/17/18,House Ads,control,English,False
a3098,1/28/18,House Ads,control,English,False
a3099,1/13/18,House Ads,control,English,False
a3100,1/17/18,House Ads,control,English,False
a3101,1/28/18,House Ads,control,English,False
a3102,1/13/18,House Ads,control,Spanish,False
a3103,1/17/18,Push,control,English,False
a3104,1/28/18,House Ads,control,English,False
a3105,1/13/18,House Ads,control,English,False
a3106,1/17/18,Facebook,control,English,False
a3107,1/28/18,House Ads,control,English,False
a3108,1/13/18,House Ads,control,English,False
a3109,1/17/18,Instagram,control,English,False
a3110,1/28/18,House Ads,control,English,False
a3111,1/13/18,House Ads,control,English,False
a3112,1/17/18,Instagram,control,English,False
a3113,1/29/18,House Ads,control,English,False
a3114,1/14/18,House Ads,control,English,False
a3115,1/17/18,Facebook,control,English,False
a3116,1/29/18,House Ads,control,English,False
a3117,1/14/18,House Ads,control,English,False
a3118,1/18/18,House Ads,control,English,False
a3119,1/29/18,House Ads,control,English,False
a3120,1/14/18,House Ads,control,English,False
a3121,1/18/18,House Ads,control,English,False
a3122,1/29/18,House Ads,control,English,False
a3123,1/14/18,House Ads,control,English,False
a3124,1/18/18,Push,control,English,False
a3125,1/29/18,House Ads,control,English,False
a3126,1/14/18,House Ads,control,English,False
a3127,1/18/18,Facebook,control,English,False
a3128,1/29/18,House Ads,control,English,False
a3129,1/14/18,House Ads,control,English,False
a3130,1/18/18,Instagram,control,English,False
a3131,1/29/18,House Ads,control,English,False
a3132,1/14/18,House Ads,control,English,False
a3133,1/18/18,Instagram,control,English,False
a3134,1/30/18,House Ads,control,English,False
a3135,1/15/18,House Ads,control,English,False
a3136,1/18/18,Facebook,control,English,False
a3137,1/30/18,House Ads,control,English,False
a3138,1/15/18,House Ads,control,English,False
a3139,1/19/18,House Ads,control,English,False
a3140,1/30/18,House Ads,control,English,False
a3141,1/15/18,House Ads,control,English,False
a3142,1/19/18,House Ads,control,English,False
a3143,1/30/18,House Ads,control,English,False
a3144,1/15/18,House Ads,control,English,False
a3145,1/19/18,Push,control,English,False
a3146,1/30/18,House Ads,control,English,False
a3147,1/15/18,House Ads,control,English,False
a3148,1/19/18,Facebook,control,English,False
a3149,1/30/18,House Ads,control,English,False
a3150,1/15/18,House Ads,control,English,False
a3151,1/19/18,Instagram,control,English,False
a3152,1/30/18,House Ads,control,English,False
a3153,1/15/18,House Ads,control,English,False
a3154,1/19/18,Instagram,control,English,False
a3155,1/31/18,House Ads,control,English,False
a3156,1/16/18,House Ads,control,English,False
a3157,1/19/18,Facebook,control,English,False
a3158,1/31/18,House Ads,control,English,False
a3159,1/16/18,House Ads,control,English,False
a3160,1/20/18,House Ads,control,English,False
a3161,1/31/18,House Ads,control,English,False
a3162,1/16/18,House Ads,control,English,False
a3163,1/20/18,House Ads,control,English,False
a3164,1/31/18,House Ads,control,English,False
a3165,1/16/18,House Ads,control,English,False
a3166,1/20/18,Push,control,English,False
a3167,1/31/18,House Ads,control,English,False
a3168,1/16/18,House Ads,control,English,False
a3169,1/20/18,Facebook,control,English,False
a3170,1/31/18,House Ads,control,English,False
a3171,1/16/18,House Ads,control,English,False
a3172,1/20/18,Instagram,control,English,False
a3173,1/31/18,House Ads,control,English,False
a3174,1/16/18,House Ads,control,English,False
a3175,1/20/18,Instagram,control,English,False
a3176,1/1/18,House Ads,control,English,False
a3177,1/17/18,House Ads,control,English,False
a3178,1/20/18,Facebook,control,English,False
a3179,1/1/18,House Ads,control,English,False
a3180,1/17/18,House Ads,control,English,False
a3181,1/21/18,House Ads,control,English,False
a3182,1/1/18,House Ads,control,English,False
a3183,1/17/18,House Ads,control,English,False
a3184,1/21/18,House Ads,control,English,False
a3185,1/1/18,House Ads,control,English,False
a3186,1/17/18,House Ads,control,English,False
a3187,1/21/18,Push,control,English,False
a3188,1/1/18,House Ads,control,English,False
a3189,1/17/18,House Ads,control,English,False
a3190,1/21/18,Facebook,control,English,False
a3191,1/1/18,House Ads,control,English,False
a3192,1/17/18,House Ads,control,English,False
a3193,1/21/18,Instagram,control,English,False
a3194,1/1/18,House Ads,control,English,False
a3195,1/17/18,House Ads,control,English,False
a3196,1/21/18,Instagram,control,English,False
a3197,1/2/18,House Ads,control,English,False
a3198,1/18/18,House Ads,control,English,False
a3199,1/21/18,Facebook,control,English,False
a3200,1/2/18,House Ads,control,English,False
a3201,1/18/18,House Ads,control,English,False
a3202,1/22/18,House Ads,control,English,False
a3203,1/2/18,House Ads,control,English,False
a3204,1/18/18,House Ads,control,English,False
a3205,1/22/18,House Ads,control,English,False
a3206,1/22/18,Push,control,English,False
a3207,1/22/18,Facebook,control,English,False
a3208,1/22/18,Instagram,control,English,False
a3209,1/22/18,Instagram,control,English,False
a3210,1/22/18,Facebook,control,English,False
a3211,1/23/18,House Ads,control,English,False
a3212,1/23/18,House Ads,control,English,False
a3213,1/23/18,Push,control,English,False
a3214,1/23/18,Facebook,control,English,False
a3215,1/23/18,Instagram,control,English,False
a3216,1/23/18,Instagram,control,English,False
a3217,1/23/18,Facebook,control,English,False
a3218,1/24/18,House Ads,control,English,False
a3219,1/24/18,House Ads,control,English,False
a3220,1/24/18,Push,control,English,False
a3221,1/24/18,Facebook,control,English,False
a3222,1/24/18,Instagram,control,English,False
a3223,1/24/18,Instagram,control,English,False
a3224,1/24/18,Facebook,control,English,False
a3225,1/24/18,House Ads,control,English,False
a3226,1/25/18,House Ads,control,English,False
a3227,1/25/18,Push,control,English,False
a3228,1/25/18,Facebook,control,English,False
a3229,1/25/18,Instagram,control,English,False
a3230,1/25/18,Instagram,control,English,False
a3231,1/25/18,Facebook,control,English,False
a3232,1/25/18,House Ads,control,English,False
a3233,1/26/18,House Ads,control,English,False
a3234,1/26/18,Push,control,English,False
a3235,1/26/18,Facebook,control,English,False
a3236,1/26/18,Instagram,control,English,False
a3237,1/26/18,Instagram,control,English,False
a3238,1/26/18,Facebook,control,English,False
a3239,1/26/18,House Ads,control,English,False
a3240,1/27/18,House Ads,control,English,False
a3241,1/27/18,Push,control,English,False
a3242,1/27/18,Facebook,control,English,False
a3243,1/25/18,Push,control,English,False
a3244,1/27/18,Instagram,control,English,False
a3245,1/25/18,Facebook,control,English,False
a3246,1/27/18,Instagram,control,English,False
a3247,1/25/18,Instagram,control,English,False
a3248,1/27/18,Facebook,control,English,False
a3249,1/25/18,Instagram,control,English,False
a3250,1/27/18,House Ads,control,English,False
a3251,1/25/18,Facebook,control,English,False
a3252,1/28/18,House Ads,control,English,False
a3253,1/25/18,House Ads,control,English,False
a3254,1/28/18,Push,control,English,False
a3255,1/29/18,House Ads,control,English,False
a3256,1/28/18,Facebook,control,English,False
a3257,1/29/18,House Ads,control,English,False
a3258,1/28/18,Instagram,control,English,False
a3259,1/29/18,House Ads,control,English,False
a3260,1/28/18,Instagram,control,English,False
a3261,1/29/18,Push,control,English,False
a3262,1/28/18,Facebook,control,English,False
a3263,1/11/18,Push,control,English,False
a3264,1/28/18,House Ads,control,English,False
a3265,1/11/18,Facebook,control,English,False
a3266,1/29/18,House Ads,control,English,False
a3267,1/12/18,Instagram,control,English,False
a3268,1/29/18,Push,control,English,False
a3269,1/12/18,Instagram,control,English,False
a3270,1/29/18,Facebook,control,English,False
a3271,1/12/18,Facebook,control,English,False
a3272,1/29/18,Instagram,control,English,False
a3273,1/12/18,House Ads,control,English,False
a3274,1/29/18,Instagram,control,English,False
a3275,1/12/18,House Ads,control,English,False
a3276,1/29/18,Facebook,control,English,False
a3277,1/12/18,House Ads,control,English,False
a3278,1/29/18,House Ads,control,English,False
a3279,1/12/18,Push,control,English,False
a3280,1/30/18,House Ads,control,English,False
a3281,1/13/18,Facebook,control,English,False
a3282,1/30/18,Push,control,English,False
a3283,1/13/18,Instagram,control,English,False
a3284,1/30/18,Facebook,control,English,False
a3285,1/13/18,Instagram,control,English,False
a3286,1/30/18,Instagram,control,English,False
a3287,1/13/18,Facebook,control,English,False
a3288,1/30/18,Instagram,control,English,False
a3289,1/30/18,Facebook,control,English,False
a3290,1/30/18,House Ads,control,English,False
a3291,1/31/18,House Ads,control,English,False
a3292,1/31/18,Push,control,English,False
a3293,1/31/18,Facebook,control,English,False
a3294,1/31/18,Instagram,control,English,False
a3295,1/31/18,Instagram,control,English,False
a3296,1/31/18,Facebook,control,English,False
a3297,1/31/18,House Ads,control,English,False
a3298,1/1/18,House Ads,control,English,False
a3299,1/1/18,House Ads,control,English,False
a3300,1/1/18,Push,control,English,False
a3301,1/1/18,Facebook,control,English,False
a3302,1/1/18,Instagram,control,English,False
a3303,1/1/18,Instagram,control,English,False
a3304,1/1/18,Facebook,control,English,False
a3305,1/2/18,House Ads,control,English,False
a3306,1/2/18,House Ads,control,Spanish,False
a3307,1/2/18,House Ads,control,Spanish,False
a3308,1/2/18,Push,control,English,False
a3309,1/2/18,Facebook,control,English,False
a3310,1/2/18,Instagram,control,English,False
a3311,1/2/18,Instagram,control,English,False
a3312,1/3/18,Facebook,control,English,False
a3313,1/3/18,House Ads,control,English,False
a3314,1/3/18,House Ads,control,English,False
a3315,1/3/18,House Ads,control,English,False
a3316,1/3/18,Push,control,English,False
a3317,1/3/18,Facebook,control,English,False
a3318,1/3/18,Instagram,control,English,False
a3319,1/4/18,Instagram,control,English,False
a3320,1/4/18,Facebook,control,English,False
a3321,1/4/18,House Ads,control,English,False
a3322,1/4/18,House Ads,control,Spanish,False
a3323,1/4/18,House Ads,control,English,False
a3324,1/4/18,Push,control,English,False
a3325,1/4/18,Facebook,control,English,False
a3326,1/5/18,Instagram,control,English,False
a3327,1/5/18,Instagram,control,English,False
a3328,1/5/18,Facebook,control,English,False
a3329,1/5/18,House Ads,control,English,False
a3330,1/5/18,House Ads,control,English,False
a3331,1/5/18,House Ads,control,English,False
a3332,1/5/18,Push,control,English,False
a3333,1/6/18,Facebook,control,English,False
a3334,1/6/18,Instagram,control,English,False
a3335,1/6/18,Instagram,control,English,False
a3336,1/6/18,Facebook,control,English,False
a3337,1/6/18,House Ads,control,English,False
a3338,1/6/18,House Ads,control,English,False
a3339,1/6/18,House Ads,control,English,False
a3340,1/7/18,Push,control,English,False
a3341,1/7/18,Facebook,control,English,False
a3342,1/7/18,Instagram,control,English,False
a3343,1/7/18,Instagram,control,English,False
a3344,1/7/18,Facebook,control,English,False
a3345,1/7/18,House Ads,control,English,False
a3346,1/8/18,House Ads,control,English,False
a3347,1/8/18,House Ads,control,English,False
a3348,1/8/18,Push,control,English,False
a3349,1/8/18,Facebook,control,English,False
a3350,1/8/18,Instagram,control,English,False
a3351,1/8/18,Instagram,control,English,False
a3352,1/8/18,Facebook,control,English,False
a3353,1/9/18,House Ads,control,Spanish,False
a3354,1/9/18,House Ads,control,English,False
a3355,1/9/18,House Ads,control,English,False
a3356,1/9/18,Push,control,English,False
a3357,1/9/18,Facebook,control,English,False
a3358,1/9/18,Instagram,control,English,False
a3359,1/9/18,Instagram,control,English,False
a3360,1/10/18,Facebook,control,English,False
a3361,1/10/18,House Ads,control,Spanish,False
a3362,1/10/18,House Ads,control,English,False
a3363,1/10/18,House Ads,control,English,False
a3364,1/10/18,Push,control,English,False
a3365,1/10/18,Facebook,control,English,False
a3366,1/10/18,Instagram,control,English,False
a3367,1/11/18,Instagram,control,English,False
a3368,1/11/18,Facebook,control,English,False
a3369,1/11/18,House Ads,control,English,False
a3370,1/11/18,House Ads,control,English,False
a3371,1/11/18,House Ads,control,English,False
a3372,1/13/18,House Ads,control,English,False
a3373,1/4/18,Push,control,English,False
a3374,1/13/18,House Ads,control,English,False
a3375,1/4/18,Facebook,control,English,False
a3376,1/13/18,House Ads,control,English,False
a3377,1/4/18,Instagram,control,English,False
a3378,1/14/18,Push,control,English,False
a3379,1/5/18,Instagram,control,English,False
a3380,1/14/18,Facebook,control,English,False
a3381,1/14/18,Instagram,control,English,False
a3382,1/14/18,Instagram,control,English,False
a3383,1/14/18,Facebook,control,English,False
a3384,1/14/18,House Ads,control,English,False
a3385,1/14/18,House Ads,control,English,False
a3386,1/15/18,House Ads,control,English,False
a3387,1/15/18,Push,control,English,False
a3388,1/15/18,Facebook,control,English,False
a3389,1/15/18,Instagram,control,English,False
a3390,1/15/18,Instagram,control,English,False
a3391,1/15/18,Facebook,control,English,False
a3392,1/15/18,House Ads,control,English,False
a3393,1/16/18,House Ads,control,English,False
a3394,1/16/18,House Ads,control,English,False
a3395,1/16/18,Push,control,English,False
a3396,1/16/18,Facebook,control,English,False
a3397,1/16/18,Instagram,control,English,False
a3398,1/16/18,Instagram,control,English,False
a3399,1/17/18,House Ads,control,English,False
a3400,1/17/18,House Ads,control,English,False
a3401,1/17/18,House Ads,control,English,False
a3402,1/17/18,Push,control,English,False
a3403,1/17/18,Facebook,control,English,False
a3404,1/17/18,Instagram,control,English,False
a3405,1/17/18,Instagram,control,English,False
a3406,1/18/18,Facebook,control,English,False
a3407,1/18/18,House Ads,control,English,False
a3408,1/18/18,House Ads,control,English,False
a3409,1/18/18,House Ads,control,English,False
a3410,1/18/18,Push,control,English,False
a3411,1/18/18,Facebook,control,English,False
a3412,1/18/18,Instagram,control,English,False
a3413,1/19/18,Instagram,control,English,False
a3414,1/19/18,Facebook,control,English,False
a3415,1/19/18,House Ads,control,English,False
a3416,1/19/18,House Ads,control,English,False
a3417,1/19/18,House Ads,control,English,False
a3418,1/19/18,Push,control,English,False
a3419,1/19/18,Facebook,control,English,False
a3420,1/20/18,Instagram,control,English,False
a3421,1/20/18,Instagram,control,English,False
a3422,1/20/18,Facebook,control,English,False
a3423,1/20/18,House Ads,control,English,False
a3424,1/20/18,House Ads,control,English,False
a3425,1/20/18,House Ads,control,English,False
a3426,1/20/18,Push,control,English,False
a3427,1/21/18,Facebook,control,English,False
a3428,1/21/18,Instagram,control,English,False
a3429,1/21/18,Instagram,control,English,False
a3430,1/21/18,Facebook,control,English,False
a3431,1/21/18,House Ads,control,English,False
a3432,1/21/18,House Ads,control,English,False
a3433,1/21/18,House Ads,control,English,False
a3434,1/22/18,Push,control,English,False
a3435,1/22/18,Facebook,control,English,False
a3436,1/22/18,Instagram,control,English,False
a3437,1/22/18,Instagram,control,English,False
a3438,1/22/18,Facebook,control,English,False
a3439,1/22/18,House Ads,control,English,False
a3440,1/22/18,House Ads,control,English,False
a3441,1/23/18,House Ads,control,English,False
a3442,1/23/18,Push,control,English,False
a3443,1/23/18,Facebook,control,English,False
a3444,1/23/18,Instagram,control,English,False
a3445,1/19/18,Instagram,control,English,False
a3446,1/23/18,Instagram,control,English,False
a3447,1/20/18,Facebook,control,English,False
a3448,1/23/18,Facebook,control,English,False
a3449,1/20/18,House Ads,control,English,False
a3450,1/23/18,House Ads,control,English,False
a3451,1/20/18,House Ads,control,English,False
a3452,1/24/18,House Ads,control,English,False
a3453,1/20/18,House Ads,control,English,False
a3454,1/24/18,House Ads,control,English,False
a3455,1/20/18,Push,control,English,False
a3456,1/24/18,Push,control,English,False
a3457,1/20/18,Facebook,control,English,False
a3458,1/24/18,Facebook,control,English,False
a3459,1/20/18,Instagram,control,English,False
a3460,1/24/18,Instagram,control,English,False
a3461,1/21/18,Instagram,control,English,False
a3462,1/24/18,Instagram,control,English,False
a3463,1/21/18,Facebook,control,English,False
a3464,1/24/18,Facebook,control,English,False
a3465,1/21/18,House Ads,control,English,False
a3466,1/24/18,House Ads,control,English,False
a3467,1/21/18,House Ads,control,English,False
a3468,1/25/18,House Ads,control,English,False
a3469,1/21/18,House Ads,control,English,False
a3470,1/25/18,House Ads,control,English,False
a3471,1/21/18,Push,control,English,False
a3472,1/25/18,Push,control,English,False
a3473,1/21/18,Facebook,control,English,False
a3474,1/25/18,Facebook,control,English,False
a3475,1/22/18,Instagram,control,English,False
a3476,1/25/18,Instagram,control,English,False
a3477,1/22/18,Instagram,control,English,False
a3478,1/25/18,Instagram,control,English,False
a3479,1/22/18,Facebook,control,English,False
a3480,1/25/18,Facebook,control,English,False
a3481,1/1/18,House Ads,control,English,False
a3482,1/26/18,House Ads,control,English,False
a3483,1/1/18,Push,control,English,False
a3484,1/26/18,House Ads,control,English,False
a3485,1/1/18,Facebook,control,English,False
a3486,1/26/18,House Ads,control,English,False
a3487,1/1/18,Instagram,control,English,False
a3488,1/26/18,Push,control,English,False
a3489,1/1/18,Instagram,control,English,False
a3490,1/26/18,Facebook,control,English,False
a3491,1/1/18,Facebook,control,English,False
a3492,1/26/18,Instagram,control,English,False
a3493,1/1/18,House Ads,control,Spanish,False
a3494,1/26/18,Instagram,control,English,False
a3495,1/2/18,House Ads,control,English,False
a3496,1/27/18,Facebook,control,English,False
a3497,1/2/18,House Ads,control,English,False
a3498,1/27/18,House Ads,control,English,False
a3499,1/2/18,Push,control,English,False
a3500,1/27/18,House Ads,control,English,False
a3501,1/2/18,Facebook,control,English,False
a3502,1/27/18,House Ads,control,English,False
a3503,1/2/18,Instagram,control,English,False
a3504,1/27/18,Push,control,English,False
a3505,1/2/18,Instagram,control,English,False
a3506,1/27/18,Facebook,control,English,False
a3507,1/2/18,Facebook,control,English,False
a3508,1/27/18,Instagram,control,English,False
a3509,1/3/18,House Ads,control,English,False
a3510,1/28/18,Instagram,control,English,False
a3511,1/3/18,House Ads,control,English,False
a3512,1/28/18,Facebook,control,English,False
a3513,1/3/18,House Ads,control,Spanish,False
a3514,1/28/18,House Ads,control,English,False
a3515,1/3/18,Push,control,English,False
a3516,1/28/18,House Ads,control,English,False
a3517,1/3/18,Facebook,control,English,False
a3518,1/28/18,House Ads,control,English,False
a3519,1/3/18,Instagram,control,English,False
a3520,1/28/18,Push,control,English,False
a3521,1/3/18,Instagram,control,English,False
a3522,1/28/18,Facebook,control,English,False
a3523,1/4/18,Facebook,control,English,False
a3524,1/29/18,Instagram,control,English,False
a3525,1/4/18,House Ads,control,English,False
a3526,1/29/18,Instagram,control,English,False
a3527,1/4/18,House Ads,control,English,False
a3528,1/29/18,Facebook,control,English,False
a3529,1/4/18,House Ads,control,English,False
a3530,1/30/18,Facebook,control,English,False
a3531,1/5/18,Facebook,control,English,False
a3532,1/30/18,Instagram,control,English,False
a3533,1/5/18,House Ads,control,Spanish,False
a3534,1/5/18,House Ads,control,English,False
a3535,1/5/18,House Ads,control,English,False
a3536,1/5/18,Push,control,English,False
a3537,1/5/18,Facebook,control,English,False
a3538,1/6/18,Instagram,control,English,False
a3539,1/6/18,Instagram,control,English,False
a3540,1/5/18,Instagram,control,English,False
a3541,1/6/18,Facebook,control,English,False
a3542,1/6/18,House Ads,control,English,False
a3543,1/6/18,House Ads,control,Spanish,False
a3544,1/6/18,House Ads,control,English,False
a3545,1/6/18,Push,control,English,False
a3546,1/6/18,Facebook,control,English,False
a3547,1/6/18,Instagram,control,English,False
a3548,1/7/18,Instagram,control,English,False
a3549,1/7/18,Facebook,control,English,False
a3550,1/7/18,House Ads,control,English,False
a3551,1/7/18,House Ads,control,English,False
a3552,1/7/18,House Ads,control,Spanish,False
a3553,1/7/18,Push,control,English,False
a3554,1/8/18,Facebook,control,English,False
a3555,1/8/18,Instagram,control,English,False
a3556,1/8/18,Instagram,control,English,False
a3557,1/8/18,Facebook,control,English,False
a3558,1/8/18,House Ads,control,English,False
a3559,1/8/18,House Ads,control,English,False
a3560,1/8/18,House Ads,control,English,False
a3561,1/9/18,Push,control,English,False
a3562,1/9/18,Facebook,control,English,False
a3563,1/9/18,Instagram,control,English,False
